bioguide,thomas,lis,govtrack,opensecrets,votesmart,fec,cspan,wikipedia,house_history,ballotpedia,maplight,icpsr,wikidata,google_entity_id,pictorial,first_name,middle_name,last_name,nickname,suffix,official_full_name,birthday,gender,term_type,term_start,term_end,state,district,senate_class,party,caucus,state_rank,url,address,phone,fax,contact_form,office,rss_url,how_appointed
F000401,01337,,404343,,,,,J. William Fulbright,13477,,,3388,Q550255,kg:/m/01x7h5,,James,William,Fulbright,,,,1905-04-09,M,sen,1969-01-03,1975-01-03,AR,,3,Democrat,,,,,,,,,,
G000175,,,404541,,,,,Jacob H. Gilbert,13786,,,3575,Q6118695,kg:/m/07th98,,Jacob,H.,Gilbert,,,,1920-06-17,M,rep,1959-01-07,1961-01-03,NY,23,,Democrat,,,,,,,,,,
G000175,,,404541,,,,,Jacob H. Gilbert,13786,,,3575,Q6118695,kg:/m/07th98,,Jacob,H.,Gilbert,,,,1920-06-17,M,rep,1961-01-03,1963-01-03,NY,23,,Democrat,,,,,,,,,,
G000175,,,404541,,,,,Jacob H. Gilbert,13786,,,3575,Q6118695,kg:/m/07th98,,Jacob,H.,Gilbert,,,,1920-06-17,M,rep,1963-01-09,1965-01-03,NY,22,,Democrat,,,,,,,,,,
G000175,,,404541,,,,,Jacob H. Gilbert,13786,,,3575,Q6118695,kg:/m/07th98,,Jacob,H.,Gilbert,,,,1920-06-17,M,rep,1965-01-04,1967-01-03,NY,22,,Democrat,,,,,,,,,,
G000175,,,404541,,,,,Jacob H. Gilbert,13786,,,3575,Q6118695,kg:/m/07th98,,Jacob,H.,Gilbert,,,,1920-06-17,M,rep,1967-01-10,1969-01-03,NY,22,,Democrat,,,,,,,,,,
G000175,,,404541,,,,,Jacob H. Gilbert,13786,,,3575,Q6118695,kg:/m/07th98,,Jacob,H.,Gilbert,,,,1920-06-17,M,rep,1969-01-03,1971-01-03,NY,22,,Democrat,,,,,,,,,,
G000531,01345,,404876,,,,,Edward Gurney,14230,,,10593,Q372686,kg:/m/07shby,,Edward,John,Gurney,,,,1914-01-12,M,rep,1963-01-09,1965-01-03,FL,11,,Republican,,,,,,,,,,
G000531,01345,,404876,,,,,Edward Gurney,14230,,,10593,Q372686,kg:/m/07shby,,Edward,John,Gurney,,,,1914-01-12,M,rep,1965-01-04,1967-01-03,FL,11,,Republican,,,,,,,,,,
G000531,01345,,404876,,,,,Edward Gurney,14230,,,10593,Q372686,kg:/m/07shby,,Edward,John,Gurney,,,,1914-01-12,M,rep,1967-01-10,1969-01-03,FL,5,,Republican,,,,,,,,,,
G000531,01345,,404876,,,,,Edward Gurney,14230,,,10593,Q372686,kg:/m/07shby,,Edward,John,Gurney,,,,1914-01-12,M,sen,1969-01-03,1975-01-03,FL,,3,Republican,,,,,,,,,,
H000922,01364,,405767,,,,,Harold Hughes,,,,12106,Q382715,kg:/m/04t4mz,,Harold,Everett,Hughes,,,,1922-02-10,M,sen,1969-01-03,1975-01-03,IA,,3,Democrat,,,,,,,,,,
J000108,,,406010,,,,,Charles S. Joelson,15828,,,10529,Q1066002,kg:/m/027b71t,,Charles,Samuel,Joelson,,,,1916-01-27,M,rep,1961-01-03,1963-01-03,NJ,8,,Democrat,,,,,,,,,,
J000108,,,406010,,,,,Charles S. Joelson,15828,,,10529,Q1066002,kg:/m/027b71t,,Charles,Samuel,Joelson,,,,1916-01-27,M,rep,1963-01-09,1965-01-03,NJ,8,,Democrat,,,,,,,,,,
J000108,,,406010,,,,,Charles S. Joelson,15828,,,10529,Q1066002,kg:/m/027b71t,,Charles,Samuel,Joelson,,,,1916-01-27,M,rep,1965-01-04,1967-01-03,NJ,8,,Democrat,,,,,,,,,,
J000108,,,406010,,,,,Charles S. Joelson,15828,,,10529,Q1066002,kg:/m/027b71t,,Charles,Samuel,Joelson,,,,1916-01-27,M,rep,1967-01-10,1969-01-03,NJ,8,,Democrat,,,,,,,,,,
J000108,,,406010,,,,,Charles S. Joelson,15828,,,10529,Q1066002,kg:/m/027b71t,,Charles,Samuel,Joelson,,,,1916-01-27,M,rep,1969-01-03,1971-01-03,NJ,8,,Democrat,,,,,,,,,,
K000244,,,406403,,,,,Michael J. Kirwan,16382,,,5301,Q1597653,kg:/m/0ddb10,,Michael,Joseph,Kirwan,,,,1886-12-02,M,rep,1937-01-05,1939-01-03,OH,19,,Democrat,,,,,,,,,,
K000244,,,406403,,,,,Michael J. Kirwan,16382,,,5301,Q1597653,kg:/m/0ddb10,,Michael,Joseph,Kirwan,,,,1886-12-02,M,rep,1939-01-03,1941-01-03,OH,19,,Democrat,,,,,,,,,,
K000244,,,406403,,,,,Michael J. Kirwan,16382,,,5301,Q1597653,kg:/m/0ddb10,,Michael,Joseph,Kirwan,,,,1886-12-02,M,rep,1941-01-03,1943-01-03,OH,19,,Democrat,,,,,,,,,,
K000244,,,406403,,,,,Michael J. Kirwan,16382,,,5301,Q1597653,kg:/m/0ddb10,,Michael,Joseph,Kirwan,,,,1886-12-02,M,rep,1943-01-06,1945-01-03,OH,19,,Democrat,,,,,,,,,,
K000244,,,406403,,,,,Michael J. Kirwan,16382,,,5301,Q1597653,kg:/m/0ddb10,,Michael,Joseph,Kirwan,,,,1886-12-02,M,rep,1945-01-03,1947-01-03,OH,19,,Democrat,,,,,,,,,,
K000244,,,406403,,,,,Michael J. Kirwan,16382,,,5301,Q1597653,kg:/m/0ddb10,,Michael,Joseph,Kirwan,,,,1886-12-02,M,rep,1947-01-03,1949-01-03,OH,19,,Democrat,,,,,,,,,,
K000244,,,406403,,,,,Michael J. Kirwan,16382,,,5301,Q1597653,kg:/m/0ddb10,,Michael,Joseph,Kirwan,,,,1886-12-02,M,rep,1949-01-03,1951-01-03,OH,19,,Democrat,,,,,,,,,,
K000244,,,406403,,,,,Michael J. Kirwan,16382,,,5301,Q1597653,kg:/m/0ddb10,,Michael,Joseph,Kirwan,,,,1886-12-02,M,rep,1951-01-03,1953-01-03,OH,19,,Democrat,,,,,,,,,,
K000244,,,406403,,,,,Michael J. Kirwan,16382,,,5301,Q1597653,kg:/m/0ddb10,,Michael,Joseph,Kirwan,,,,1886-12-02,M,rep,1953-01-03,1955-01-03,OH,19,,Democrat,,,,,,,,,,
K000244,,,406403,,,,,Michael J. Kirwan,16382,,,5301,Q1597653,kg:/m/0ddb10,,Michael,Joseph,Kirwan,,,,1886-12-02,M,rep,1955-01-05,1957-01-03,OH,19,,Democrat,,,,,,,,,,
K000244,,,406403,,,,,Michael J. Kirwan,16382,,,5301,Q1597653,kg:/m/0ddb10,,Michael,Joseph,Kirwan,,,,1886-12-02,M,rep,1957-01-03,1959-01-03,OH,19,,Democrat,,,,,,,,,,
K000244,,,406403,,,,,Michael J. Kirwan,16382,,,5301,Q1597653,kg:/m/0ddb10,,Michael,Joseph,Kirwan,,,,1886-12-02,M,rep,1959-01-07,1961-01-03,OH,19,,Democrat,,,,,,,,,,
K000244,,,406403,,,,,Michael J. Kirwan,16382,,,5301,Q1597653,kg:/m/0ddb10,,Michael,Joseph,Kirwan,,,,1886-12-02,M,rep,1961-01-03,1963-01-03,OH,19,,Democrat,,,,,,,,,,
K000244,,,406403,,,,,Michael J. Kirwan,16382,,,5301,Q1597653,kg:/m/0ddb10,,Michael,Joseph,Kirwan,,,,1886-12-02,M,rep,1963-01-09,1965-01-03,OH,19,,Democrat,,,,,,,,,,
K000244,,,406403,,,,,Michael J. Kirwan,16382,,,5301,Q1597653,kg:/m/0ddb10,,Michael,Joseph,Kirwan,,,,1886-12-02,M,rep,1965-01-04,1967-01-03,OH,19,,Democrat,,,,,,,,,,
K000244,,,406403,,,,,Michael J. Kirwan,16382,,,5301,Q1597653,kg:/m/0ddb10,,Michael,Joseph,Kirwan,,,,1886-12-02,M,rep,1967-01-10,1969-01-03,OH,19,,Democrat,,,,,,,,,,
K000244,,,406403,,,,,Michael J. Kirwan,16382,,,5301,Q1597653,kg:/m/0ddb10,,Michael,Joseph,Kirwan,,,,1886-12-02,M,rep,1969-01-03,1971-01-03,OH,19,,Democrat,,,,,,,,,,
K000264,,,406422,,,,,Thomas S. Kleppe,16407,,,11024,Q371315,kg:/m/07rmdp,,Thomas,Savig,Kleppe,,,,1919-07-01,M,rep,1967-01-10,1969-01-03,ND,2,,Republican,,,,,,,,,,
K000264,,,406422,,,,,Thomas S. Kleppe,16407,,,11024,Q371315,kg:/m/07rmdp,,Thomas,Savig,Kleppe,,,,1919-07-01,M,rep,1969-01-03,1971-01-03,ND,2,,Republican,,,,,,,,,,
L000024,,,406534,,,,,Melvin Laird,16606,,,5410,Q499056,kg:/m/0kskm,,Melvin,Robert,Laird,,,,1922-09-01,M,rep,1953-01-03,1955-01-03,WI,7,,Republican,,,,,,,,,,
L000024,,,406534,,,,,Melvin Laird,16606,,,5410,Q499056,kg:/m/0kskm,,Melvin,Robert,Laird,,,,1922-09-01,M,rep,1955-01-05,1957-01-03,WI,7,,Republican,,,,,,,,,,
L000024,,,406534,,,,,Melvin Laird,16606,,,5410,Q499056,kg:/m/0kskm,,Melvin,Robert,Laird,,,,1922-09-01,M,rep,1957-01-03,1959-01-03,WI,7,,Republican,,,,,,,,,,
L000024,,,406534,,,,,Melvin Laird,16606,,,5410,Q499056,kg:/m/0kskm,,Melvin,Robert,Laird,,,,1922-09-01,M,rep,1959-01-07,1961-01-03,WI,7,,Republican,,,,,,,,,,
L000024,,,406534,,,,,Melvin Laird,16606,,,5410,Q499056,kg:/m/0kskm,,Melvin,Robert,Laird,,,,1922-09-01,M,rep,1961-01-03,1963-01-03,WI,7,,Republican,,,,,,,,,,
L000024,,,406534,,,,,Melvin Laird,16606,,,5410,Q499056,kg:/m/0kskm,,Melvin,Robert,Laird,,,,1922-09-01,M,rep,1963-01-09,1965-01-03,WI,7,,Republican,,,,,,,,,,
L000024,,,406534,,,,,Melvin Laird,16606,,,5410,Q499056,kg:/m/0kskm,,Melvin,Robert,Laird,,,,1922-09-01,M,rep,1965-01-04,1967-01-03,WI,7,,Republican,,,,,,,,,,
L000024,,,406534,,,,,Melvin Laird,16606,,,5410,Q499056,kg:/m/0kskm,,Melvin,Robert,Laird,,,,1922-09-01,M,rep,1967-01-10,1969-01-03,WI,7,,Republican,,,,,,,,,,
L000024,,,406534,,,,,Melvin Laird,16606,,,5410,Q499056,kg:/m/0kskm,,Melvin,Robert,Laird,,,,1922-09-01,M,rep,1969-01-03,1971-01-03,WI,7,,Republican,,,,,,,,,,
L000069,,,406578,,,,,Odin Langen,16674,,,5451,Q2014547,kg:/m/0dglpz,,Odin,Elsford Stanley,Langen,,,,1913-01-05,M,rep,1959-01-07,1961-01-03,MN,9,,Republican,,,,,,,,,,
L000069,,,406578,,,,,Odin Langen,16674,,,5451,Q2014547,kg:/m/0dglpz,,Odin,Elsford Stanley,Langen,,,,1913-01-05,M,rep,1961-01-03,1963-01-03,MN,9,,Republican,,,,,,,,,,
L000069,,,406578,,,,,Odin Langen,16674,,,5451,Q2014547,kg:/m/0dglpz,,Odin,Elsford Stanley,Langen,,,,1913-01-05,M,rep,1963-01-09,1965-01-03,MN,7,,Republican,,,,,,,,,,
L000069,,,406578,,,,,Odin Langen,16674,,,5451,Q2014547,kg:/m/0dglpz,,Odin,Elsford Stanley,Langen,,,,1913-01-05,M,rep,1965-01-04,1967-01-03,MN,7,,Republican,,,,,,,,,,
L000069,,,406578,,,,,Odin Langen,16674,,,5451,Q2014547,kg:/m/0dglpz,,Odin,Elsford Stanley,Langen,,,,1913-01-05,M,rep,1967-01-10,1969-01-03,MN,7,,Republican,,,,,,,,,,
L000069,,,406578,,,,,Odin Langen,16674,,,5451,Q2014547,kg:/m/0dglpz,,Odin,Elsford Stanley,Langen,,,,1913-01-05,M,rep,1969-01-03,1971-01-03,MN,7,,Republican,,,,,,,,,,
L000344,,,406836,,,,,Glenard P. Lipscomb,17023,,,5694,Q1530879,kg:/m/01kcc_,,Glenard,Paul,Lipscomb,,,,1915-08-19,M,rep,1953-01-03,1955-01-03,CA,24,,Republican,,,,,,,,,,
L000344,,,406836,,,,,Glenard P. Lipscomb,17023,,,5694,Q1530879,kg:/m/01kcc_,,Glenard,Paul,Lipscomb,,,,1915-08-19,M,rep,1955-01-05,1957-01-03,CA,24,,Republican,,,,,,,,,,
L000344,,,406836,,,,,Glenard P. Lipscomb,17023,,,5694,Q1530879,kg:/m/01kcc_,,Glenard,Paul,Lipscomb,,,,1915-08-19,M,rep,1957-01-03,1959-01-03,CA,24,,Republican,,,,,,,,,,
L000344,,,406836,,,,,Glenard P. Lipscomb,17023,,,5694,Q1530879,kg:/m/01kcc_,,Glenard,Paul,Lipscomb,,,,1915-08-19,M,rep,1959-01-07,1961-01-03,CA,24,,Republican,,,,,,,,,,
L000344,,,406836,,,,,Glenard P. Lipscomb,17023,,,5694,Q1530879,kg:/m/01kcc_,,Glenard,Paul,Lipscomb,,,,1915-08-19,M,rep,1961-01-03,1963-01-03,CA,24,,Republican,,,,,,,,,,
L000344,,,406836,,,,,Glenard P. Lipscomb,17023,,,5694,Q1530879,kg:/m/01kcc_,,Glenard,Paul,Lipscomb,,,,1915-08-19,M,rep,1963-01-09,1965-01-03,CA,24,,Republican,,,,,,,,,,
L000344,,,406836,,,,,Glenard P. Lipscomb,17023,,,5694,Q1530879,kg:/m/01kcc_,,Glenard,Paul,Lipscomb,,,,1915-08-19,M,rep,1965-01-04,1967-01-03,CA,24,,Republican,,,,,,,,,,
L000344,,,406836,,,,,Glenard P. Lipscomb,17023,,,5694,Q1530879,kg:/m/01kcc_,,Glenard,Paul,Lipscomb,,,,1915-08-19,M,rep,1967-01-10,1969-01-03,CA,24,,Republican,,,,,,,,,,
L000344,,,406836,,,,,Glenard P. Lipscomb,17023,,,5694,Q1530879,kg:/m/01kcc_,,Glenard,Paul,Lipscomb,,,,1915-08-19,M,rep,1969-01-03,1971-01-03,CA,24,,Republican,,,,,,,,,,
L000477,,,406966,,,,,Allard K. Lowenstein,17188,,,12021,Q4731144,kg:/m/028cb3,,Allard,Kenneth,Lowenstein,,,,1929-01-16,M,rep,1969-01-03,1971-01-03,NY,5,,Democrat,,,,,,,,,,
M000010,,,407040,,,,,Clark MacGregor,17340,,,10533,Q1095726,kg:/m/01zqvr,,Clark,,MacGregor,,,,1922-07-12,M,rep,1961-01-03,1963-01-03,MN,3,,Republican,,,,,,,,,,
M000010,,,407040,,,,,Clark MacGregor,17340,,,10533,Q1095726,kg:/m/01zqvr,,Clark,,MacGregor,,,,1922-07-12,M,rep,1963-01-09,1965-01-03,MN,3,,Republican,,,,,,,,,,
M000010,,,407040,,,,,Clark MacGregor,17340,,,10533,Q1095726,kg:/m/01zqvr,,Clark,,MacGregor,,,,1922-07-12,M,rep,1965-01-04,1967-01-03,MN,3,,Republican,,,,,,,,,,
M000010,,,407040,,,,,Clark MacGregor,17340,,,10533,Q1095726,kg:/m/01zqvr,,Clark,,MacGregor,,,,1922-07-12,M,rep,1967-01-10,1969-01-03,MN,3,,Republican,,,,,,,,,,
M000010,,,407040,,,,,Clark MacGregor,17340,,,10533,Q1095726,kg:/m/01zqvr,,Clark,,MacGregor,,,,1922-07-12,M,rep,1969-01-03,1971-01-03,MN,3,,Republican,,,,,,,,,,
M000148,,,407171,,,,,John O. Marsh Jr.,17508,,,10603,Q387744,kg:/m/07qwp_,,John,Otho,Marsh,,Jr.,,1926-08-07,M,rep,1963-01-09,1965-01-03,VA,7,,Democrat,,,,,,,,,,
M000148,,,407171,,,,,John O. Marsh Jr.,17508,,,10603,Q387744,kg:/m/07qwp_,,John,Otho,Marsh,,Jr.,,1926-08-07,M,rep,1965-01-04,1967-01-03,VA,7,,Democrat,,,,,,,,,,
M000148,,,407171,,,,,John O. Marsh Jr.,17508,,,10603,Q387744,kg:/m/07qwp_,,John,Otho,Marsh,,Jr.,,1926-08-07,M,rep,1967-01-10,1969-01-03,VA,7,,Democrat,,,,,,,,,,
M000148,,,407171,,,,,John O. Marsh Jr.,17508,,,10603,Q387744,kg:/m/07qwp_,,John,Otho,Marsh,,Jr.,,1926-08-07,M,rep,1969-01-03,1971-01-03,VA,7,,Democrat,,,,,,,,,,
M000273,,,407291,,,,,Catherine Dean May,17660,,,6101,Q1050952,kg:/m/02rmn1k,,Catherine,Dean,May,,,,1914-05-18,F,rep,1959-01-07,1961-01-03,WA,4,,Republican,,,,,,,,,,
M000273,,,407291,,,,,Catherine Dean May,17660,,,6101,Q1050952,kg:/m/02rmn1k,,Catherine,Dean,May,,,,1914-05-18,F,rep,1961-01-03,1963-01-03,WA,4,,Republican,,,,,,,,,,
M000273,,,407291,,,,,Catherine Dean May,17660,,,6101,Q1050952,kg:/m/02rmn1k,,Catherine,Dean,May,,,,1914-05-18,F,rep,1963-01-09,1965-01-03,WA,4,,Republican,,,,,,,,,,
M000273,,,407291,,,,,Catherine Dean May,17660,,,6101,Q1050952,kg:/m/02rmn1k,,Catherine,Dean,May,,,,1914-05-18,F,rep,1965-01-04,1967-01-03,WA,4,,Republican,,,,,,,,,,
M000273,,,407291,,,,,Catherine Dean May,17660,,,6101,Q1050952,kg:/m/02rmn1k,,Catherine,Dean,May,,,,1914-05-18,F,rep,1967-01-10,1969-01-03,WA,4,,Republican,,,,,,,,,,
M000273,,,407291,,,,,Catherine Dean May,17660,,,6101,Q1050952,kg:/m/02rmn1k,,Catherine,Dean,May,,,,1914-05-18,F,rep,1969-01-03,1971-01-03,WA,4,,Republican,,,,,,,,,,
M000318,,,407329,,,,,Richard D. McCarthy,17720,,,10748,Q7325047,kg:/m/0g_g8f,,Richard,Dean,McCarthy,,,,1927-09-24,M,rep,1965-01-04,1967-01-03,NY,39,,Democrat,,,,,,,,,,
M000318,,,407329,,,,,Richard D. McCarthy,17720,,,10748,Q7325047,kg:/m/0g_g8f,,Richard,Dean,McCarthy,,,,1927-09-24,M,rep,1967-01-10,1969-01-03,NY,39,,Democrat,,,,,,,,,,
M000318,,,407329,,,,,Richard D. McCarthy,17720,,,10748,Q7325047,kg:/m/0g_g8f,,Richard,Dean,McCarthy,,,,1927-09-24,M,rep,1969-01-03,1971-01-03,NY,39,,Democrat,,,,,,,,,,
M000364,,,407369,,,,,John W. McCormack,17779,,,6177,Q377602,kg:/m/01ncqd,,John,William,McCormack,,,,1891-12-21,M,rep,1927-12-05,1929-03-03,MA,12,,Democrat,,,,,,,,,,
M000364,,,407369,,,,,John W. McCormack,17779,,,6177,Q377602,kg:/m/01ncqd,,John,William,McCormack,,,,1891-12-21,M,rep,1929-04-15,1931-03-03,MA,12,,Democrat,,,,,,,,,,
M000364,,,407369,,,,,John W. McCormack,17779,,,6177,Q377602,kg:/m/01ncqd,,John,William,McCormack,,,,1891-12-21,M,rep,1931-12-07,1933-03-03,MA,12,,Democrat,,,,,,,,,,
M000364,,,407369,,,,,John W. McCormack,17779,,,6177,Q377602,kg:/m/01ncqd,,John,William,McCormack,,,,1891-12-21,M,rep,1933-03-09,1935-01-03,MA,12,,Democrat,,,,,,,,,,
M000364,,,407369,,,,,John W. McCormack,17779,,,6177,Q377602,kg:/m/01ncqd,,John,William,McCormack,,,,1891-12-21,M,rep,1935-01-03,1937-01-03,MA,12,,Democrat,,,,,,,,,,
M000364,,,407369,,,,,John W. McCormack,17779,,,6177,Q377602,kg:/m/01ncqd,,John,William,McCormack,,,,1891-12-21,M,rep,1937-01-05,1939-01-03,MA,12,,Democrat,,,,,,,,,,
M000364,,,407369,,,,,John W. McCormack,17779,,,6177,Q377602,kg:/m/01ncqd,,John,William,McCormack,,,,1891-12-21,M,rep,1939-01-03,1941-01-03,MA,12,,Democrat,,,,,,,,,,
M000364,,,407369,,,,,John W. McCormack,17779,,,6177,Q377602,kg:/m/01ncqd,,John,William,McCormack,,,,1891-12-21,M,rep,1941-01-03,1943-01-03,MA,12,,Democrat,,,,,,,,,,
M000364,,,407369,,,,,John W. McCormack,17779,,,6177,Q377602,kg:/m/01ncqd,,John,William,McCormack,,,,1891-12-21,M,rep,1943-01-06,1945-01-03,MA,12,,Democrat,,,,,,,,,,
M000364,,,407369,,,,,John W. McCormack,17779,,,6177,Q377602,kg:/m/01ncqd,,John,William,McCormack,,,,1891-12-21,M,rep,1945-01-03,1947-01-03,MA,12,,Democrat,,,,,,,,,,
M000364,,,407369,,,,,John W. McCormack,17779,,,6177,Q377602,kg:/m/01ncqd,,John,William,McCormack,,,,1891-12-21,M,rep,1947-01-03,1949-01-03,MA,12,,Democrat,,,,,,,,,,
M000364,,,407369,,,,,John W. McCormack,17779,,,6177,Q377602,kg:/m/01ncqd,,John,William,McCormack,,,,1891-12-21,M,rep,1949-01-03,1951-01-03,MA,12,,Democrat,,,,,,,,,,
M000364,,,407369,,,,,John W. McCormack,17779,,,6177,Q377602,kg:/m/01ncqd,,John,William,McCormack,,,,1891-12-21,M,rep,1951-01-03,1953-01-03,MA,12,,Democrat,,,,,,,,,,
M000364,,,407369,,,,,John W. McCormack,17779,,,6177,Q377602,kg:/m/01ncqd,,John,William,McCormack,,,,1891-12-21,M,rep,1953-01-03,1955-01-03,MA,12,,Democrat,,,,,,,,,,
M000364,,,407369,,,,,John W. McCormack,17779,,,6177,Q377602,kg:/m/01ncqd,,John,William,McCormack,,,,1891-12-21,M,rep,1955-01-05,1957-01-03,MA,12,,Democrat,,,,,,,,,,
M000364,,,407369,,,,,John W. McCormack,17779,,,6177,Q377602,kg:/m/01ncqd,,John,William,McCormack,,,,1891-12-21,M,rep,1957-01-03,1959-01-03,MA,12,,Democrat,,,,,,,,,,
M000364,,,407369,,,,,John W. McCormack,17779,,,6177,Q377602,kg:/m/01ncqd,,John,William,McCormack,,,,1891-12-21,M,rep,1959-01-07,1961-01-03,MA,12,,Democrat,,,,,,,,,,
M000364,,,407369,,,,,John W. McCormack,17779,,,6177,Q377602,kg:/m/01ncqd,,John,William,McCormack,,,,1891-12-21,M,rep,1961-01-03,1963-01-03,MA,12,,Democrat,,,,,,,,,,
M000364,,,407369,,,,,John W. McCormack,17779,,,6177,Q377602,kg:/m/01ncqd,,John,William,McCormack,,,,1891-12-21,M,rep,1963-01-09,1965-01-03,MA,9,,Democrat,,,,,,,,,,
M000364,,,407369,,,,,John W. McCormack,17779,,,6177,Q377602,kg:/m/01ncqd,,John,William,McCormack,,,,1891-12-21,M,rep,1965-01-04,1967-01-03,MA,9,,Democrat,,,,,,,,,,
M000364,,,407369,,,,,John W. McCormack,17779,,,6177,Q377602,kg:/m/01ncqd,,John,William,McCormack,,,,1891-12-21,M,rep,1967-01-10,1969-01-03,MA,9,,Democrat,,,,,,,,,,
M000364,,,407369,,,,,John W. McCormack,17779,,,6177,Q377602,kg:/m/01ncqd,,John,William,McCormack,,,,1891-12-21,M,rep,1969-01-03,1971-01-03,MA,9,,Democrat,,,,,,,,,,
M000530,,,407522,,,,,Martin B. McKneally,17990,,,12024,Q6774916,kg:/m/0kssh2,,Martin,Boswell,McKneally,,,,1914-12-31,M,rep,1969-01-03,1971-01-03,NY,27,,Republican,,,,,,,,,,
M000667,,,407653,,,,,Thomas Meskill,18157,,,11033,Q431804,kg:/m/078zg7,,Thomas,Joseph,Meskill,,,,1928-01-30,M,rep,1967-01-10,1969-01-03,CT,6,,Republican,,,,,,,,,,
M000667,,,407653,,,,,Thomas Meskill,18157,,,11033,Q431804,kg:/m/078zg7,,Thomas,Joseph,Meskill,,,,1928-01-30,M,rep,1969-01-03,1971-01-03,CT,6,,Republican,,,,,,,,,,
M000832,,,407807,,,,,Chester L. Mize,18375,,,10758,Q1070734,kg:/m/02rm9xv,,Chester,Louis,Mize,,,,1917-12-25,M,rep,1965-01-04,1967-01-03,KS,2,,Republican,,,,,,,,,,
M000832,,,407807,,,,,Chester L. Mize,18375,,,10758,Q1070734,kg:/m/02rm9xv,,Chester,Louis,Mize,,,,1917-12-25,M,rep,1967-01-10,1969-01-03,KS,2,,Republican,,,,,,,,,,
M000832,,,407807,,,,,Chester L. Mize,18375,,,10758,Q1070734,kg:/m/02rm9xv,,Chester,Louis,Mize,,,,1917-12-25,M,rep,1969-01-03,1971-01-03,KS,2,,Republican,,,,,,,,,,
M001104,,,408068,,,,,William T. Murphy,18706,,,6816,Q4516554,kg:/m/07c3_g,,William,Thomas,Murphy,,,,1899-08-07,M,rep,1959-01-07,1961-01-03,IL,3,,Democrat,,,,,,,,,,
M001104,,,408068,,,,,William T. Murphy,18706,,,6816,Q4516554,kg:/m/07c3_g,,William,Thomas,Murphy,,,,1899-08-07,M,rep,1961-01-03,1963-01-03,IL,3,,Democrat,,,,,,,,,,
M001104,,,408068,,,,,William T. Murphy,18706,,,6816,Q4516554,kg:/m/07c3_g,,William,Thomas,Murphy,,,,1899-08-07,M,rep,1963-01-09,1965-01-03,IL,3,,Democrat,,,,,,,,,,
M001104,,,408068,,,,,William T. Murphy,18706,,,6816,Q4516554,kg:/m/07c3_g,,William,Thomas,Murphy,,,,1899-08-07,M,rep,1965-01-04,1967-01-03,IL,3,,Democrat,,,,,,,,,,
M001104,,,408068,,,,,William T. Murphy,18706,,,6816,Q4516554,kg:/m/07c3_g,,William,Thomas,Murphy,,,,1899-08-07,M,rep,1967-01-10,1969-01-03,IL,3,,Democrat,,,,,,,,,,
M001104,,,408068,,,,,William T. Murphy,18706,,,6816,Q4516554,kg:/m/07c3_g,,William,Thomas,Murphy,,,,1899-08-07,M,rep,1969-01-03,1971-01-03,IL,3,,Democrat,,,,,,,,,,
O000090,,,408299,,,,,Maston E. O'Neal Jr.,19176,,,10759,Q1907965,kg:/m/02rrjl0,,Maston,Emmett,O’Neal,,Jr.,,1907-07-19,M,rep,1965-01-04,1967-01-03,GA,2,,Democrat,,,,,,,,,,
O000090,,,408299,,,,,Maston E. O'Neal Jr.,19176,,,10759,Q1907965,kg:/m/02rrjl0,,Maston,Emmett,O’Neal,,Jr.,,1907-07-19,M,rep,1967-01-10,1969-01-03,GA,2,,Democrat,,,,,,,,,,
O000090,,,408299,,,,,Maston E. O'Neal Jr.,19176,,,10759,Q1907965,kg:/m/02rrjl0,,Maston,Emmett,O’Neal,,Jr.,,1907-07-19,M,rep,1969-01-03,1971-01-03,GA,2,,Democrat,,,,,,,,,,
O000083,,,408355,,,,,Arnold Olsen,19169,,,10543,Q695870,kg:/m/027y8f_,,Arnold,,Olsen,,,,1916-12-17,M,rep,1961-01-03,1963-01-03,MT,1,,Democrat,,,,,,,,,,
O000083,,,408355,,,,,Arnold Olsen,19169,,,10543,Q695870,kg:/m/027y8f_,,Arnold,,Olsen,,,,1916-12-17,M,rep,1963-01-09,1965-01-03,MT,1,,Democrat,,,,,,,,,,
O000083,,,408355,,,,,Arnold Olsen,19169,,,10543,Q695870,kg:/m/027y8f_,,Arnold,,Olsen,,,,1916-12-17,M,rep,1965-01-04,1967-01-03,MT,1,,Democrat,,,,,,,,,,
O000083,,,408355,,,,,Arnold Olsen,19169,,,10543,Q695870,kg:/m/027y8f_,,Arnold,,Olsen,,,,1916-12-17,M,rep,1967-01-10,1969-01-03,MT,1,,Democrat,,,,,,,,,,
O000083,,,408355,,,,,Arnold Olsen,19169,,,10543,Q695870,kg:/m/027y8f_,,Arnold,,Olsen,,,,1916-12-17,M,rep,1969-01-03,1971-01-03,MT,1,,Democrat,,,,,,,,,,
P000303,,,408703,,,,,Philip J. Philbin,19651,,,7408,Q1501424,kg:/m/0bz16q,,Philip,Joseph,Philbin,,,,1898-05-29,M,rep,1943-01-06,1945-01-03,MA,3,,Democrat,,,,,,,,,,
P000303,,,408703,,,,,Philip J. Philbin,19651,,,7408,Q1501424,kg:/m/0bz16q,,Philip,Joseph,Philbin,,,,1898-05-29,M,rep,1945-01-03,1947-01-03,MA,3,,Democrat,,,,,,,,,,
